MenuItemName,MenuItemDescription,PLU,MenuItemId,RecipeId
dmF/WbStkM                  ,Wasabi Steak Melt ExtrFT                  ,171000245,1161,1154
dm6/WbStkM                  ,Wasabi Steak Melt Extr6                   ,172000245,1162,1155
FtL/EggPlt                  ,EggplantParm FtLong                       ,111000229,1163,1162
FfB/EggPlt                  ,EggplantParm FtFbd                        ,112000229,1164,1163
Six/EggPlt                  ,EggplantParm 6 inch                       ,121000229,1165,1164
fBd/EggPlt                  ,EggplantParm FlatBd                       ,122000229,1166,1165
Sld/EggPlt                  ,EggplantParm Salad                        ,131000229,1167,1166
dmF/EggPlt                  ,EggplantParm ExtrFT                       ,171000229,1168,1167
dm6/EggPlt                  ,EggplantParm Extr6                        ,172000229,1169,1168
#NOM?,EggplantParm Portn                        ,173000229,1170,1169
FtL/HmBBfC                  ,Hms Braised Beef & Chs FtLong             ,111000243,1171,1172
FfB/HmBBfC                  ,Hms Braised Beef & Chs FtFbd              ,112000243,1172,1173
Six/HmBBfC                  ,Hms Braised Beef & Chs 6 inch             ,121000243,1173,1174
fBd/HmBBfC                  ,Hms Braised Beef & Chs FlatBd             ,122000243,1174,1175
Sld/HmBBfC                  ,Hms Braised Beef & Chs Salad              ,131000243,1175,1176
dmF/HmBBfC                  ,Hms Braised Beef & Chs ExtrFT             ,171000243,1176,1177
dm6/HmBBfC                  ,Hms Braised Beef & Chs Extr6              ,172000243,1177,1178
FtL/SWChkS                  ,Southwest Chicken Salad FtLong            ,111000244,1178,1179
FfB/SWChkS                  ,Southwest Chicken Salad FtFbd             ,112000244,1179,1180
Six/SWChkS                  ,Southwest Chicken Salad 6 inch            ,121000244,1180,1181
fBd/SWChkS                  ,Southwest Chicken Salad FlatBd            ,122000244,1181,1182
Sld/SWChkS                  ,Southwest Chicken Salad Salad             ,131000244,1182,1183
dmF/SWChkS                  ,Southwest Chicken Salad ExtrFT            ,171000244,1183,1186
dm6/SWChkS                  ,Southwest Chicken Salad Extr6             ,172000244,1184,1187
dmF/CBfTyC                  ,Chp Beef Teriyaki & Chee ExtrFT           ,171000242,1185,1108
DsP/DesTry                  ,DessertTray DsrtPl                        ,346000232,1186,1047
Mni/OCspCk                  ,Oven Crisp Chicken Mini                   ,161000094,1188,1071
BxL/OCspCk                  ,Oven Crisp Chicken BoxLn                  ,186000094,1189,1072
Mni/ChxMar                  ,Chix Marinar Mini                         ,161000046,1190,1078
BxL/ChxMar                  ,Chix Marinar BoxLn                        ,186000046,1191,1079
Mni/StBcnM                  ,Steak & Bacon Melt Mini                   ,161000024,1192,1080
BxL/StBcnM                  ,Steak & Bacon Melt BoxLn                  ,186000024,1193,1081
Mni/Falfel                  ,Falafel Mini                              ,161000241,1194,1098
Mni/TkJaMt                  ,Turkey Jalapeno Melt Mini                 ,161000246,1195,1115
BxL/GorChM                  ,Gorgonzola Chicken Melt BoxLn             ,186000240,1196,1146
Mni/SWChkS                  ,Southwest Chicken Salad Mini              ,161000244,1197,1184
BxL/SWChkS                  ,Southwest Chicken Salad BoxLn             ,186000244,1198,1185
Mni/TunaBc                  ,Tuna Melt w/ Bacon Mini                   ,161000171,1199,1190
BxL/TunaBc                  ,Tuna Melt w/ Bacon BoxLn                  ,186000171,1200,1191
Mni/MtbPep                  ,Meatbl Pep Mini                           ,161000047,1201,1193
FtL/JalTna                  ,Jalapeno Tuna FtLong                      ,111000253,1202,1194
FfB/JalTna                  ,Jalapeno Tuna FtFbd                       ,112000253,1203,1195
Six/JalTna                  ,Jalapeno Tuna 6 inch                      ,121000253,1204,1196
fBd/JalTna                  ,Jalapeno Tuna FlatBd                      ,122000253,1205,1197
Sld/JalTna                  ,Jalapeno Tuna Salad                       ,131000253,1206,1198
Mni/JalTna                  ,Jalapeno Tuna Mini                        ,161000253,1207,1199
BxL/JalTna                  ,Jalapeno Tuna BoxLn                       ,186000253,1208,1200
FtL/ChPOvC                  ,ChkParmOvnCrsp FtLong                     ,111000254,1209,1201
FfB/ChPOvC                  ,ChkParmOvnCrsp FtFbd                      ,112000254,1210,1202
Six/ChPOvC                  ,ChkParmOvnCrsp 6 inch                     ,121000254,1211,1203
fBd/ChPOvC                  ,ChkParmOvnCrsp FlatBd                     ,122000254,1212,1204
Sld/ChPOvC                  ,ChkParmOvnCrsp Salad                      ,131000254,1213,1205
dmF/ChPOvC                  ,ChkParmOvnCrsp ExtrFT                     ,171000254,1214,1206
dm6/ChPOvC                  ,ChkParmOvnCrsp Extr6                      ,172000254,1215,1207
dmF/JalTna                  ,Jalapeno Tuna ExtrFT                      ,171000253,1216,1208
dm6/JalTna                  ,Jalapeno Tuna Extr6                       ,172000253,1217,1209
H12/12Tea                   ,12oz Hot Tea                              ,231000114,1218,1189
Coo/Coki24                  ,24 Cookies                                ,321000251,1219,1192
Gal/GalDrk                  ,Gallon Drink Gallon                       ,241000138,1220,1210
DsP/Coki36                  ,36 Cookie Platter                         ,346000081,1221,1212
FtL/SmkBQC                  ,SmkhseBBQCkn FtLong                       ,111000255,1222,1213
FfB/SmkBQC                  ,SmkhseBBQCkn FtFbd                        ,112000255,1223,1214
Six/SmkBQC                  ,SmkhseBBQCkn 6 inch                       ,121000255,1224,1215
fBd/SmkBQC                  ,SmkhseBBQCkn FlatBd                       ,122000255,1225,1216
Sld/SmkBQC                  ,SmkhseBBQCkn Salad                        ,131000255,1226,1217
dmF/SmkBQC                  ,SmkhseBBQCkn ExtrFT                       ,171000255,1227,1218
dm6/SmkBQC                  ,SmkhseBBQCkn Extr6                        ,172000255,1228,1219
Sld/DCkChS                  ,DblChkChpSld Salad                        ,131000256,1229,1220
adF/Seafd                   ,Seafood Sensation AddFt                   ,174000016,1230,1221
ad6/Seafd                   ,Seafood Sensation Add6in                  ,175000016,1231,1222
adF/Salami                  ,Salami AddFt                              ,174000038,1232,1223
ad6/Salami                  ,Salami Add6in                             ,175000038,1233,1224
ad6/ChxStr                  ,Chickn Strips Add6in                      ,175000041,1234,1225
adF/ChxStr                  ,Chickn Strips AddFt                       ,174000041,1235,1226
adF/SmkBQC                  ,SmkhseBBQCkn AddFt                        ,174000255,1236,1227
ad6/SmkBQC                  ,SmkhseBBQCkn Add6in                       ,175000255,1237,1228
FtL/ThBull                  ,TheBull FtLong                            ,111000257,1238,1229
FfB/ThBull                  ,TheBull FtFbd                             ,112000257,1239,1230
Six/ThBull                  ,TheBull 6 inch                            ,121000257,1240,1231
fBd/ThBull                  ,TheBull FlatBd                            ,122000257,1241,1232
Sld/ThBull                  ,TheBull Salad                             ,131000257,1242,1233
dmF/ThBull                  ,TheBull ExtrFT                            ,171000257,1243,1234
dm6/ThBull                  ,TheBull Extr6                             ,172000257,1244,1235
Mni/ChxSld                  ,ChicknSld Mini                            ,161000060,1245,1236
Mni/BLT                     ,BLT Mini                                  ,161000007,1246,1543
adF/Cheese                  ,Cheese AddFt                              ,174000037,1247,584
FtL/SFeChk                  ,Santa Fe Chicken Mlt FtLong               ,111000258,1248,1237
FfB/SFeChk                  ,Santa Fe Chicken Mlt FtFbd                ,112000258,1249,1238
Six/SFeChk                  ,Santa Fe Chicken Mlt 6 inch               ,121000258,1250,1239
fBd/SFeChk                  ,Santa Fe Chicken Mlt FlatBd               ,122000258,1251,1240
Sld/SFeChk                  ,Santa Fe Chicken Mlt Salad                ,131000258,1252,1241
dm6/SFeChk                  ,Santa Fe Chicken Mlt Extr6                ,172000258,1253,1242
dmF/SFeChk                  ,Santa Fe Chicken Mlt ExtrFT               ,171000258,1254,1243
FtL/SwCStk                  ,SW Cheese Steak FtLong                    ,111000259,1255,1244
FfB/SwCStk                  ,SW Cheese Steak FtFbd                     ,112000259,1256,1245
Six/SwCStk                  ,SW Cheese Steak 6 inch                    ,121000259,1257,1246
fBd/SwCStk                  ,SW Cheese Steak FlatBd                    ,122000259,1258,1247
Sld/SwCStk                  ,SW Cheese Steak Salad                     ,131000259,1259,1248
FtL/BjBBQPk                 ,Baja BBQ Pulled Pork FtLong               ,111000260,1260,1249
FfB/BjBBQPk                 ,Baja BBQ Pulled Pork FtFbd                ,112000260,1261,1250
Six/BjBBQPk                 ,Baja BBQ Pulled Pork 6 inch               ,121000260,1262,1251
fBd/BjBBQPk                 ,Baja BBQ Pulled Pork FlatBd               ,122000260,1263,1252
Sld/BjBBQPk                 ,Baja BBQ Pulled Pork Salad                ,131000260,1264,1253
dmF/BjBBQPk                 ,Baja BBQ Pulled Pork ExtrFT               ,171000260,1265,1254
dm6/BjBBQPk                 ,Baja BBQ Pulled Pork Extr6                ,172000260,1266,1255
FtL/GorStM                  ,Gorgonzola Steak Melt FtLong              ,111000263,1267,1256
FfB/GorStM                  ,Gorgonzola Steak Melt FtFbd               ,112000263,1268,1257
Six/GorStM                  ,Gorgonzola Steak Melt 6 inch              ,121000263,1269,1258
fBd/GorStM                  ,Gorgonzola Steak Melt FlatBd              ,122000263,1270,1259
Sld/GorStM                  ,Gorgonzola Steak Melt Salad               ,131000263,1271,1260
dmF/GorStM                  ,Gorgonzola Steak Melt ExtrFT              ,171000263,1272,1261
dm6/GorStM                  ,Gorgonzola Steak Melt Extr6               ,172000263,1273,1262
FtL/GorChM                  ,Gorgonzola Chicken Melt FtLong            ,111000266,1274,1263
FfB/GorChM                  ,Gorgonzola Chicken Melt FtFbd             ,112000266,1275,1264
Six/GorChM                  ,Gorgonzola Chicken Melt 6 inch            ,121000266,1276,1265
fBd/GorChM                  ,Gorgonzola Chicken Melt FlatBd            ,122000266,1277,1266
Sld/GorChM                  ,Gorgonzola Chicken Melt Salad             ,131000266,1278,1267
dmF/GorChM                  ,Gorgonzola Chicken Melt ExtrFT            ,171000266,1279,1268
dm6/GorChM                  ,Gorgonzola Chicken Melt Extr6             ,172000266,1280,1269
FtL/BChkGo                  ,Buffalo Chicken Gorg FtLong               ,111000261,1281,1270
FfB/BChkGo                  ,Buffalo Chicken Gorg FtFbd                ,112000261,1282,1271
Six/BChkGo                  ,Buffalo Chicken Gorg 6 inch               ,121000261,1283,1272
fBd/BChkGo                  ,Buffalo Chicken Gorg FlatBd               ,122000261,1284,1273
Sld/BChkGo                  ,Buffalo Chicken Gorg Salad                ,131000261,1285,1274
dmF/BChkGo                  ,Buffalo Chicken Gorg ExtrFT               ,171000261,1286,1275
dm6/BChkGo                  ,Buffalo Chicken Gorg Extr6                ,172000261,1287,1276
Mni/AlbTky                  ,Albuquerque Turkey Mini                   ,161000173,1288,1277
BxL/AlbTky                  ,Albuquerque Turkey BoxLn                  ,186000173,1289,1278
adF/Spinch                  ,Spinach AddFt                             ,174000267,1290,1279
ad6/Spinch                  ,Spinach Add6in                            ,175000267,1291,1280
adM/Spinch                  ,Spinach AddMlt                            ,176000267,1292,1281
FtL/CStkAv                  ,Chp Stk Chs Avo FtLong                    ,111000270,1293,1282
FfB/CStkAv                  ,Chp Stk Chs Avo FtFbd                     ,112000270,1294,1283
Six/CStkAv                  ,Chp Stk Chs Avo 6 inch                    ,121000270,1295,1284
fBd/CStkAv                  ,Chp Stk Chs Avo FlatBd                    ,122000270,1296,1285
Sld/CStkAv                  ,Chp Stk Chs Avo Salad                     ,131000270,1297,1286
dmF/CStkAv                  ,Chp Stk Chs Avo ExtrFT                    ,171000270,1298,1287
dm6/CStkAv                  ,Chp Stk Chs Avo Extr6                     ,172000270,1299,1288
FtL/BLTAvoDELETE053113      ,BLT Avocado FtLongDELETE053113            ,111000268,1300,1289
FfB/BLTAvoDELETE053113      ,BLT Avocado FtFbdDELETE053113             ,112000268,1301,1290
Six/BLTAvoDELETE053113      ,BLT Avocado 6 inchDELETE053113            ,121000268,1302,1291
fBd/BLTAvoDELETE053113      ,BLT Avocado FlatBdDELETE053113            ,122000268,1303,1292
Sld/BLTAvoDELETE053113      ,BLT Avocado SaladDELETE053113             ,131000268,1304,1293
